created_at,text,conversation_id,reply_settings,edit_history_tweet_ids,lang,referenced_tweets,possibly_sensitive,id,author_id,entities.annotations,entities.mentions,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.urls,attachments.media_keys,entities.hashtags,in_reply_to_user_id,attachments.media_source_tweet_id,entities.cashtags,location,username,name,brand,geo.place_id,attachments.poll_ids,withheld.country_codes,geo.coordinates.type,geo.coordinates.coordinates,is_about_brand,confidence,rationale
2025-02-10T03:12:38.000Z,"I'm in the back like some bizarre creature trying to enter this reality.

Also, Dunkin/Yes Day shared universe now. https://t.co/PkMyIu5rQ9",1888788138014986744,everyone,['1888788138014986744'],en,,FALSE,1888788138014986744,877994342585073664,,,0,1,0,0,0,24,5,FALSE,2025-02-10T04:12:38.000Z,"[{'start': 116, 'end': 139, 'url': 'https://t.co/PkMyIu5rQ9', 'expanded_url': 'https://x.com/DrachonaTheWolf/status/1888788138014986744/photo/1', 'display_url': 'pic.x.com/PkMyIu5rQ9', 'media_key': '3_1888787681221730304'}, {'start': 116, 'end': 139, 'url': 'https://t.co/PkMyIu5rQ9', 'expanded_url': 'https://x.com/DrachonaTheWolf/status/1888788138014986744/photo/1', 'display_url': 'pic.x.com/PkMyIu5rQ9', 'media_key': '3_1888788081358376960'}]","['3_1888787681221730304', '3_1888788081358376960']",,,,,Somewhere Out There,DrachonaTheWolf,Drachona,Dunkin',,,,,,True,0.95,Mentions 'Dunkin/Yes Day shared universe'; references Dunkin' ad or content.
2025-02-10T03:12:36.000Z,"RT @outbreakupdates: About two million baked goods, including some doughnuts and coffee rolls sold at Dunkin’, are recalled over concerns o…",1888788126581117059,everyone,['1888788126581117059'],en,"[{'type': 'retweeted', 'id': '1888693279698616828'}]",FALSE,1888788126581117059,19874819,"[{'start': 102, 'end': 107, 'probability': 0.6806, 'type': 'Place', 'normalized_text': 'Dunkin'}]","[{'start': 3, 'end': 19, 'username': 'outbreakupdates', 'id': '1594033745849450497'}]",1247,0,0,0,0,0,5,FALSE,2025-02-10T04:12:36.000Z,,,,,,,,mskane2u,Ms Kane,Dunkin',,,,,,True,1.0,RT same as 25 about Dunkin' recall.
2025-02-10T03:12:34.000Z,RT @dunkindonuts: You asked for more… so we delivered a full film. “DunKings 2: The Movie” is here 👏👏 https://t.co/fTOFVqJQi9,1888788118561526008,everyone,['1888788118561526008'],en,"[{'type': 'retweeted', 'id': '1888738294650769881'}]",FALSE,1888788118561526008,24070429,"[{'start': 68, 'end': 88, 'probability': 0.7806, 'type': 'Other', 'normalized_text': 'DunKings 2: The Movie'}]","[{'start': 3, 'end': 16, 'username': 'dunkindonuts', 'id': '8771022'}]",851,0,0,0,0,0,5,FALSE,2025-02-10T04:12:34.000Z,"[{'start': 102, 'end': 125, 'url': 'https://t.co/fTOFVqJQi9', 'expanded_url': 'https://x.com/dunkindonuts/status/1888738294650769881/video/1', 'display_url': 'pic.x.com/fTOFVqJQi9', 'media_key': '13_1888737476665065472'}]",['13_1888737476665065472'],,,['1888738294650769881'],,"ÜT: 43.77321,-79.56914",Tammad,Tammy,Dunkin',,,,,,True,1.0,RT from @dunkindonuts about DunKings 2; directly Dunkin'.
2025-02-10T03:12:32.000Z,"#dunkindonuts throwing money away with #benaffleck 😂😂😂
Whoever hired #benaffleck and whoever approved a 7 minute commercial deserves to be fired. The expectation was to have #jlo, but the reality is that people are ugly, weird and look drunk. #SuperBowlLIX https://t.co/gVClZo9vrP",1888788112563679619,everyone,['1888788112563679619'],en,,FALSE,1888788112563679619,1788984787186647040,"[{'start': 1, 'end': 12, 'probability': 0.5491, 'type': 'Other', 'normalized_text': 'dunkindonuts'}, {'start': 40, 'end': 49, 'probability': 0.7751, 'type': 'Person', 'normalized_text': 'benaffleck'}, {'start': 70, 'end': 79, 'probability': 0.7734, 'type': 'Person', 'normalized_text': 'benaffleck'}, {'start': 175, 'end': 177, 'probability': 0.5437, 'type': 'Person', 'normalized_text': 'jlo'}, {'start': 244, 'end': 255, 'probability': 0.8595, 'type': 'Other', 'normalized_text': 'SuperBowlLIX'}]",,3,0,27,0,0,993,5,TRUE,2025-02-10T04:12:32.000Z,"[{'start': 257, 'end': 280, 'url': 'https://t.co/gVClZo9vrP', 'expanded_url': 'https://x.com/clara_lilica/status/1888788112563679619/photo/1', 'display_url': 'pic.x.com/gVClZo9vrP', 'media_key': '16_1888788098844143616'}]",['16_1888788098844143616'],"[{'start': 0, 'end': 13, 'tag': 'dunkindonuts'}, {'start': 39, 'end': 50, 'tag': 'benaffleck'}, {'start': 69, 'end': 80, 'tag': 'benaffleck'}, {'start': 174, 'end': 178, 'tag': 'jlo'}, {'start': 243, 'end': 256, 'tag': 'SuperBowlLIX'}]",,,,,clara_lilica,ClaraLilica,Dunkin',,,,,,True,1.0,#dunkindonuts ad with Ben Affleck; directly criticizing Dunkin' commercial.
2025-02-10T03:12:32.000Z,"#dunkindonuts throwing money away with #benaffleck 😂😂😂
Whoever hired #benaffleck and whoever approved a 7 minute commercial deserves to be fired. The expectation was to have #jlo, but the reality is that people are ugly, weird and look drunk. #SuperBowlLIX https://t.co/gVClZo9vrP",1888788112563679619,everyone,['1888788112563679619'],en,,FALSE,1888788112563679619,1788984787186647040,"[{'start': 1, 'end': 12, 'probability': 0.5491, 'type': 'Other', 'normalized_text': 'dunkindonuts'}, {'start': 40, 'end': 49, 'probability': 0.7751, 'type': 'Person', 'normalized_text': 'benaffleck'}, {'start': 70, 'end': 79, 'probability': 0.7734, 'type': 'Person', 'normalized_text': 'benaffleck'}, {'start': 175, 'end': 177, 'probability': 0.5437, 'type': 'Person', 'normalized_text': 'jlo'}, {'start': 244, 'end': 255, 'probability': 0.8595, 'type': 'Other', 'normalized_text': 'SuperBowlLIX'}]",,3,0,27,0,0,993,5,TRUE,2025-02-10T04:12:32.000Z,"[{'start': 257, 'end': 280, 'url': 'https://t.co/gVClZo9vrP', 'expanded_url': 'https://x.com/clara_lilica/status/1888788112563679619/photo/1', 'display_url': 'pic.x.com/gVClZo9vrP', 'media_key': '16_1888788098844143616'}]",['16_1888788098844143616'],"[{'start': 0, 'end': 13, 'tag': 'dunkindonuts'}, {'start': 39, 'end': 50, 'tag': 'benaffleck'}, {'start': 69, 'end': 80, 'tag': 'benaffleck'}, {'start': 174, 'end': 178, 'tag': 'jlo'}, {'start': 243, 'end': 256, 'tag': 'SuperBowlLIX'}]",,,,,clara_lilica,ClaraLilica,Dunkin',,,,,,True,1.0,Duplicate of 38; Dunkin' ad.
2025-02-10T03:12:32.000Z,RT @DiscussingFilm: Ben Affleck reunites with Jay and Silent Bob for a new Dunkin’ Donuts ad. https://t.co/E4crKOoMVh,1888788112408453275,everyone,['1888788112408453275'],en,"[{'type': 'retweeted', 'id': '1888600075242270823'}]",FALSE,1888788112408453275,260943996,"[{'start': 20, 'end': 30, 'probability': 0.8531, 'type': 'Person', 'normalized_text': 'Ben Affleck'}, {'start': 46, 'end': 48, 'probability': 0.6494, 'type': 'Person', 'normalized_text': 'Jay'}, {'start': 54, 'end': 63, 'probability': 0.473, 'type': 'Person', 'normalized_text': 'Silent Bob'}]","[{'start': 3, 'end': 18, 'username': 'DiscussingFilm', 'id': '780460754910732288'}]",2222,0,0,0,0,0,5,FALSE,2025-02-10T04:12:32.000Z,"[{'start': 94, 'end': 117, 'url': 'https://t.co/E4crKOoMVh', 'expanded_url': 'https://x.com/dunkindonuts/status/1888589103488237846/video/1', 'display_url': 'pic.x.com/E4crKOoMVh', 'media_key': '13_1888588967978659840'}]",['13_1888588967978659840'],,,['1888589103488237846'],,"Clinton, NY",staronelover,Ryan Dugan,Dunkin',,,,,,True,1.0,RT about Ben Affleck in Dunkin’ Donuts ad; directly about brand.
2025-02-10T03:12:19.000Z,he told me his dunkin order n i knew he was f another b!tch. shaken mocha latte lying ass,1888788057723166775,everyone,['1888788057723166775'],en,,FALSE,1888788057723166775,2751365992,,,0,0,0,0,0,10,5,TRUE,2025-02-10T04:12:19.000Z,,,,,,,out here,itsjustmegii,G,Dunkin',,,,,,True,0.98,Mentions 'dunkin order' and 'shaken mocha latte'; clearly Dunkin' Donuts order.
2025-02-10T03:12:07.000Z,"RT @DonnieWahlberg: So fun to be a part of this awesomeness! Enjoy the show!

More #Dunkin &amp; #DunKing fun coming soon — with yours truly.…",1888788006318047510,everyone,['1888788006318047510'],en,"[{'type': 'retweeted', 'id': '1888770753404764651'}]",FALSE,1888788006318047510,35167418,"[{'start': 84, 'end': 89, 'probability': 0.5547, 'type': 'Other', 'normalized_text': 'Dunkin'}, {'start': 98, 'end': 104, 'probability': 0.7333, 'type': 'Other', 'normalized_text': 'DunKing'}]","[{'start': 3, 'end': 18, 'username': 'DonnieWahlberg', 'id': '24776235'}]",236,0,0,0,0,0,5,FALSE,2025-02-10T04:12:07.000Z,,,"[{'start': 83, 'end': 90, 'tag': 'Dunkin'}, {'start': 97, 'end': 105, 'tag': 'DunKing'}]",,,,"California, USA",skyblueocean,Bluesky24,Dunkin',,,,,,True,1.0,RT same as 27/32; #Dunkin #DunKing.
2025-02-10T03:11:38.000Z,"@DonnieWahlberg @DonnieWahlberg we just got a Dunkin in my town in Northern Ca...that should get us more @NKOTB tour dates, right? 
#DropkickMurphys you guys too! Haha https://t.co/niPBR9yc1C",1888770753404764651,everyone,['1888787883919860116'],en,"[{'type': 'replied_to', 'id': '1888770753404764651'}]",FALSE,1888787883919860116,882703483677294592,,"[{'start': 0, 'end': 15, 'username': 'DonnieWahlberg', 'id': '24776235'}, {'start': 16, 'end': 31, 'username': 'DonnieWahlberg', 'id': '24776235'}, {'start': 105, 'end': 111, 'username': 'NKOTB', 'id': '14355899'}]",0,0,0,0,0,28,5,FALSE,2025-02-10T04:11:38.000Z,"[{'start': 168, 'end': 191, 'url': 'https://t.co/niPBR9yc1C', 'expanded_url': 'https://x.com/Ummmmichelle/status/1888787883919860116/photo/1', 'display_url': 'pic.x.com/niPBR9yc1C', 'media_key': '16_1888787872570130432'}]",['16_1888787872570130432'],"[{'start': 132, 'end': 148, 'tag': 'DropkickMurphys'}]",24776235,,,🇺🇲,Ummmmichelle,Michelle,Dunkin',,,,,,True,1.0,Mentions new Dunkin store in town; directly about Dunkin'.
2025-02-10T03:11:15.000Z,RT @StreamOnMax: Spa day. @dunkindonuts #JeremyStrong #Dune #SuperBowl https://t.co/7qj5EsXx6Q,1888787788281028970,everyone,['1888787788281028970'],en,"[{'type': 'retweeted', 'id': '1888739693476667638'}]",FALSE,1888787788281028970,60246606,"[{'start': 41, 'end': 52, 'probability': 0.4755, 'type': 'Person', 'normalized_text': 'JeremyStrong'}, {'start': 55, 'end': 58, 'probability': 0.6603, 'type': 'Other', 'normalized_text': 'Dune'}, {'start': 61, 'end': 69, 'probability': 0.8773, 'type': 'Other', 'normalized_text': 'SuperBowl'}]","[{'start': 3, 'end': 15, 'username': 'StreamOnMax', 'id': '89090040'}, {'start': 26, 'end': 39, 'username': 'dunkindonuts', 'id': '8771022'}]",66,0,0,0,0,0,5,FALSE,2025-02-10T04:11:15.000Z,"[{'start': 71, 'end': 94, 'url': 'https://t.co/7qj5EsXx6Q', 'expanded_url': 'https://x.com/StreamOnMax/status/1888739693476667638/photo/1', 'display_url': 'pic.x.com/7qj5EsXx6Q', 'media_key': '3_1888739625784791040'}]",['3_1888739625784791040'],"[{'start': 40, 'end': 53, 'tag': 'JeremyStrong'}, {'start': 54, 'end': 59, 'tag': 'Dune'}, {'start': 60, 'end': 70, 'tag': 'SuperBowl'}]",,['1888739693476667638'],,"Los Angeles, CA",WillTheLandMan,Will Landman 🍥,Dunkin',,,,,,True,1.0,Mentions @dunkindonuts in retweeted text.
2025-02-10T03:11:11.000Z,"RT @DonnieWahlberg: So fun to be a part of this awesomeness! Enjoy the show!

More #Dunkin &amp; #DunKing fun coming soon — with yours truly.…",1888787773949149373,everyone,['1888787773949149373'],en,"[{'type': 'retweeted', 'id': '1888770753404764651'}]",FALSE,1888787773949149373,19933074,"[{'start': 84, 'end': 89, 'probability': 0.5547, 'type': 'Other', 'normalized_text': 'Dunkin'}, {'start': 98, 'end': 104, 'probability': 0.7333, 'type': 'Other', 'normalized_text': 'DunKing'}]","[{'start': 3, 'end': 18, 'username': 'DonnieWahlberg', 'id': '24776235'}]",236,0,0,0,0,0,5,FALSE,2025-02-10T04:11:11.000Z,,,"[{'start': 83, 'end': 90, 'tag': 'Dunkin'}, {'start': 97, 'end': 105, 'tag': 'DunKing'}]",,,,Chicago,sunbloom365,Susan Anderson 🟧 💙🥥🌴,Dunkin',,,,,,True,1.0,"Mentions #Dunkin and #DunKing in retweeted text, Dunkin' campaign."
2025-02-10T03:11:00.000Z,"RT @nkotbnews: Donnie Wahlberg to make cameo in ""DunKings 2"" https://t.co/pCquJg5D5w https://t.co/7VDKiWLtgd",1888787724234358849,everyone,['1888787724234358849'],en,"[{'type': 'retweeted', 'id': '1888708555928142283'}]",FALSE,1888787724234358849,260677385,,"[{'start': 3, 'end': 13, 'username': 'nkotbnews', 'id': '31223646'}]",42,0,0,0,0,0,5,FALSE,2025-02-10T04:11:00.000Z,"[{'start': 61, 'end': 84, 'url': 'https://t.co/pCquJg5D5w', 'expanded_url': 'http://www.nkotbnews.com/2025/02/donnie-wahlberg-to-make-cameo-in.html', 'display_url': 'nkotbnews.com/2025/02/donnie…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1888708600106729472/DRYwSNyx?format=jpg&name=orig', 'width': 480, 'height': 360}, {'url': 'https://pbs.twimg.com/news_img/1888708600106729472/DRYwSNyx?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Donnie Wahlberg to make cameo in ""DunKings 2""', 'description': 'nkotb news, nkotb, new kids on the block, donnie wahlberg, jordan knight, joey mcintyre, danny wood, jonathan knight', 'unwound_url': 'http://www.nkotbnews.com/2025/02/donnie-wahlberg-to-make-cameo-in.html'}, {'start': 85, 'end': 108, 'url': 'https://t.co/7VDKiWLtgd', 'expanded_url': 'https://x.com/nkotbnews/status/1888708555928142283/photo/1', 'display_url': 'pic.x.com/7VDKiWLtgd', 'media_key': '3_1888708518875680769'}]",['3_1888708518875680769'],,,['1888708555928142283'],,"Gold Coast, Queensland",amber_wallace75,Amber 💙💚🇦🇺❤️,Dunkin',,,,,,True,0.95,"Mentions 'DunKings 2', Dunkin' ad campaign with Donnie Wahlberg."
2025-02-10T03:11:00.000Z,"RT @nkotbnews: Donnie Wahlberg to make cameo in ""DunKings 2"" https://t.co/pCquJg5D5w https://t.co/7VDKiWLtgd",1888787724234358849,everyone,['1888787724234358849'],en,"[{'type': 'retweeted', 'id': '1888708555928142283'}]",FALSE,1888787724234358849,260677385,,"[{'start': 3, 'end': 13, 'username': 'nkotbnews', 'id': '31223646'}]",42,0,0,0,0,0,5,FALSE,2025-02-10T04:11:00.000Z,"[{'start': 61, 'end': 84, 'url': 'https://t.co/pCquJg5D5w', 'expanded_url': 'http://www.nkotbnews.com/2025/02/donnie-wahlberg-to-make-cameo-in.html', 'display_url': 'nkotbnews.com/2025/02/donnie…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1888708600106729472/DRYwSNyx?format=jpg&name=orig', 'width': 480, 'height': 360}, {'url': 'https://pbs.twimg.com/news_img/1888708600106729472/DRYwSNyx?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Donnie Wahlberg to make cameo in ""DunKings 2""', 'description': 'nkotb news, nkotb, new kids on the block, donnie wahlberg, jordan knight, joey mcintyre, danny wood, jonathan knight', 'unwound_url': 'http://www.nkotbnews.com/2025/02/donnie-wahlberg-to-make-cameo-in.html'}, {'start': 85, 'end': 108, 'url': 'https://t.co/7VDKiWLtgd', 'expanded_url': 'https://x.com/nkotbnews/status/1888708555928142283/photo/1', 'display_url': 'pic.x.com/7VDKiWLtgd', 'media_key': '3_1888708518875680769'}]",['3_1888708518875680769'],,,['1888708555928142283'],,"Gold Coast, Queensland",amber_wallace75,Amber 💙💚🇦🇺❤️,Dunkin',,,,,,True,0.95,"Mentions 'DunKings 2', Dunkin' ad campaign."
2025-02-10T03:11:00.000Z,"RT @nkotbnews: Donnie Wahlberg to make cameo in ""DunKings 2"" https://t.co/pCquJg5D5w https://t.co/7VDKiWLtgd",1888787724234358849,everyone,['1888787724234358849'],en,"[{'type': 'retweeted', 'id': '1888708555928142283'}]",FALSE,1888787724234358849,260677385,,"[{'start': 3, 'end': 13, 'username': 'nkotbnews', 'id': '31223646'}]",42,0,0,0,0,0,5,FALSE,2025-02-10T04:11:00.000Z,"[{'start': 61, 'end': 84, 'url': 'https://t.co/pCquJg5D5w', 'expanded_url': 'http://www.nkotbnews.com/2025/02/donnie-wahlberg-to-make-cameo-in.html', 'display_url': 'nkotbnews.com/2025/02/donnie…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1888708600106729472/DRYwSNyx?format=jpg&name=orig', 'width': 480, 'height': 360}, {'url': 'https://pbs.twimg.com/news_img/1888708600106729472/DRYwSNyx?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Donnie Wahlberg to make cameo in ""DunKings 2""', 'description': 'nkotb news, nkotb, new kids on the block, donnie wahlberg, jordan knight, joey mcintyre, danny wood, jonathan knight', 'unwound_url': 'http://www.nkotbnews.com/2025/02/donnie-wahlberg-to-make-cameo-in.html'}, {'start': 85, 'end': 108, 'url': 'https://t.co/7VDKiWLtgd', 'expanded_url': 'https://x.com/nkotbnews/status/1888708555928142283/photo/1', 'display_url': 'pic.x.com/7VDKiWLtgd', 'media_key': '3_1888708518875680769'}]",['3_1888708518875680769'],,,['1888708555928142283'],,"Gold Coast, Queensland",amber_wallace75,Amber 💙💚🇦🇺❤️,Dunkin',,,,,,True,0.95,"Mentions 'DunKings 2', Dunkin' ad campaign."
2025-02-10T03:10:33.000Z,"RT @SavageSports_: Dunkin Donuts is undefeated!! 

Bill Belichick!!! https://t.co/Uf8Wwa5Bb7",1888787612854317423,everyone,['1888787612854317423'],en,"[{'type': 'retweeted', 'id': '1888737317223063850'}]",FALSE,1888787612854317423,468481689,"[{'start': 19, 'end': 31, 'probability': 0.7378, 'type': 'Organization', 'normalized_text': 'Dunkin Donuts'}, {'start': 51, 'end': 64, 'probability': 0.9124, 'type': 'Person', 'normalized_text': 'Bill Belichick'}]","[{'start': 3, 'end': 17, 'username': 'SavageSports_', 'id': '1149355281123553285'}]",116,0,0,0,0,0,5,FALSE,2025-02-10T04:10:33.000Z,"[{'start': 69, 'end': 92, 'url': 'https://t.co/Uf8Wwa5Bb7', 'expanded_url': 'https://x.com/SavageSports_/status/1888737317223063850/video/1', 'display_url': 'pic.x.com/Uf8Wwa5Bb7', 'media_key': '13_1888737193918681088'}]",['13_1888737193918681088'],,,['1888737317223063850'],,Roslindale ,mountmeezy,Daniel Mount,Dunkin',,,,,,True,1.0,Mentions 'Dunkin Donuts' explicitly.
2025-02-10T03:10:15.000Z,RT @DiscussingFilm: Ben Affleck reunites with Jay and Silent Bob for a new Dunkin’ Donuts ad. https://t.co/E4crKOoMVh,1888787538480943308,everyone,['1888787538480943308'],en,"[{'type': 'retweeted', 'id': '1888600075242270823'}]",FALSE,1888787538480943308,897225988869947392,"[{'start': 20, 'end': 30, 'probability': 0.8531, 'type': 'Person', 'normalized_text': 'Ben Affleck'}, {'start': 46, 'end': 48, 'probability': 0.6494, 'type': 'Person', 'normalized_text': 'Jay'}, {'start': 54, 'end': 63, 'probability': 0.473, 'type': 'Person', 'normalized_text': 'Silent Bob'}]","[{'start': 3, 'end': 18, 'username': 'DiscussingFilm', 'id': '780460754910732288'}]",2222,0,0,0,0,0,5,FALSE,2025-02-10T04:10:15.000Z,"[{'start': 94, 'end': 117, 'url': 'https://t.co/E4crKOoMVh', 'expanded_url': 'https://x.com/dunkindonuts/status/1888589103488237846/video/1', 'display_url': 'pic.x.com/E4crKOoMVh', 'media_key': '13_1888588967978659840'}]",['13_1888588967978659840'],,,['1888589103488237846'],,"Georgia, USA",JayKay1927,Jay Kay,Dunkin',,,,,,True,1.0,Mentions 'Dunkin’ Donuts ad' explicitly.
2025-02-10T03:10:08.000Z,RT @dunkindonuts: You asked for more… so we delivered a full film. “DunKings 2: The Movie” is here 👏👏 https://t.co/fTOFVqJQi9,1888787508760023471,everyone,['1888787508760023471'],en,"[{'type': 'retweeted', 'id': '1888738294650769881'}]",FALSE,1888787508760023471,1398143737256103939,"[{'start': 68, 'end': 88, 'probability': 0.7806, 'type': 'Other', 'normalized_text': 'DunKings 2: The Movie'}]","[{'start': 3, 'end': 16, 'username': 'dunkindonuts', 'id': '8771022'}]",851,0,0,0,0,0,5,FALSE,2025-02-10T04:10:08.000Z,"[{'start': 102, 'end': 125, 'url': 'https://t.co/fTOFVqJQi9', 'expanded_url': 'https://x.com/dunkindonuts/status/1888738294650769881/video/1', 'display_url': 'pic.x.com/fTOFVqJQi9', 'media_key': '13_1888737476665065472'}]",['13_1888737476665065472'],,,['1888738294650769881'],,"Charlotte,  NC",RoG16399872,Ro G,Dunkin',,,,,,True,1.0,RT from @dunkindonuts about 'DunKings 2: The Movie'.
2025-02-10T03:10:01.000Z,@dunkindonuts @StellaArtois Matt who? Dunkin forever 🧡🩷,1888782806291022227,everyone,['1888787477592494428'],en,"[{'type': 'replied_to', 'id': '1888782806291022227'}]",FALSE,1888787477592494428,260677385,"[{'start': 28, 'end': 31, 'probability': 0.4995, 'type': 'Person', 'normalized_text': 'Matt'}]","[{'start': 0, 'end': 13, 'username': 'dunkindonuts', 'id': '8771022'}, {'start': 14, 'end': 27, 'username': 'StellaArtois', 'id': '68937753'}]",0,0,0,0,0,223,5,FALSE,2025-02-10T04:10:01.000Z,,,,8771022,,,"Gold Coast, Queensland",amber_wallace75,Amber 💙💚🇦🇺❤️,Dunkin',,,,,,True,1.0,Mentions @dunkindonuts and 'Dunkin forever'.
2025-02-10T03:10:01.000Z,@dunkindonuts @StellaArtois Matt who? Dunkin forever 🧡🩷,1888782806291022227,everyone,['1888787477592494428'],en,"[{'type': 'replied_to', 'id': '1888782806291022227'}]",FALSE,1888787477592494428,260677385,"[{'start': 28, 'end': 31, 'probability': 0.4995, 'type': 'Person', 'normalized_text': 'Matt'}]","[{'start': 0, 'end': 13, 'username': 'dunkindonuts', 'id': '8771022'}, {'start': 14, 'end': 27, 'username': 'StellaArtois', 'id': '68937753'}]",0,0,0,0,0,223,5,FALSE,2025-02-10T04:10:01.000Z,,,,8771022,,,"Gold Coast, Queensland",amber_wallace75,Amber 💙💚🇦🇺❤️,Dunkin',,,,,,True,1.0,Mentions @dunkindonuts and 'Dunkin forever'.
2025-02-10T03:10:01.000Z,@dunkindonuts @StellaArtois Matt who? Dunkin forever 🧡🩷,1888782806291022227,everyone,['1888787477592494428'],en,"[{'type': 'replied_to', 'id': '1888782806291022227'}]",FALSE,1888787477592494428,260677385,"[{'start': 28, 'end': 31, 'probability': 0.4995, 'type': 'Person', 'normalized_text': 'Matt'}]","[{'start': 0, 'end': 13, 'username': 'dunkindonuts', 'id': '8771022'}, {'start': 14, 'end': 27, 'username': 'StellaArtois', 'id': '68937753'}]",0,0,0,0,0,223,5,FALSE,2025-02-10T04:10:01.000Z,,,,8771022,,,"Gold Coast, Queensland",amber_wallace75,Amber 💙💚🇦🇺❤️,Dunkin',,,,,,True,1.0,Mentions @dunkindonuts and 'Dunkin forever'.
2025-02-10T03:09:41.000Z,"RT @outbreakupdates: About two million baked goods, including some doughnuts and coffee rolls sold at Dunkin’, are recalled over concerns o…",1888787396436558090,everyone,['1888787396436558090'],en,"[{'type': 'retweeted', 'id': '1888693279698616828'}]",FALSE,1888787396436558090,893582473971601408,"[{'start': 102, 'end': 107, 'probability': 0.6806, 'type': 'Place', 'normalized_text': 'Dunkin'}]","[{'start': 3, 'end': 19, 'username': 'outbreakupdates', 'id': '1594033745849450497'}]",1247,0,0,0,0,0,5,FALSE,2025-02-10T04:09:41.000Z,,,,,,,,SexyCherrio,Sexy_cherrio,Dunkin',,,,,,True,1.0,Mentions 'Dunkin’' explicitly in context of products sold there.
2025-02-10T03:09:39.000Z,RT @DiscussingFilm: Ben Affleck reunites with Jay and Silent Bob for a new Dunkin’ Donuts ad. https://t.co/E4crKOoMVh,1888787387955785944,everyone,['1888787387955785944'],en,"[{'type': 'retweeted', 'id': '1888600075242270823'}]",FALSE,1888787387955785944,214671926,"[{'start': 20, 'end': 30, 'probability': 0.8531, 'type': 'Person', 'normalized_text': 'Ben Affleck'}, {'start': 46, 'end': 48, 'probability': 0.6494, 'type': 'Person', 'normalized_text': 'Jay'}, {'start': 54, 'end': 63, 'probability': 0.473, 'type': 'Person', 'normalized_text': 'Silent Bob'}]","[{'start': 3, 'end': 18, 'username': 'DiscussingFilm', 'id': '780460754910732288'}]",2222,0,0,0,0,0,5,FALSE,2025-02-10T04:09:39.000Z,"[{'start': 94, 'end': 117, 'url': 'https://t.co/E4crKOoMVh', 'expanded_url': 'https://x.com/dunkindonuts/status/1888589103488237846/video/1', 'display_url': 'pic.x.com/E4crKOoMVh', 'media_key': '13_1888588967978659840'}]",['13_1888588967978659840'],,,['1888589103488237846'],,"Atlanta, GA",Grimey_K,Kieron,Dunkin',,,,,,True,1.0,Mentions 'Dunkin’ Donuts ad' explicitly.
2025-02-10T03:09:37.000Z,"RT @THR: Ben Affleck, Casey Affleck and Jeremy Strong star in the latest “Dunkin’ Cinematic Universe” during the #SuperBowlLIX https://t.co…",1888787376895356974,everyone,['1888787376895356974'],en,"[{'type': 'retweeted', 'id': '1888738073954902154'}]",FALSE,1888787376895356974,1597720941781467136,"[{'start': 9, 'end': 19, 'probability': 0.9513, 'type': 'Person', 'normalized_text': 'Ben Affleck'}, {'start': 22, 'end': 34, 'probability': 0.9141, 'type': 'Person', 'normalized_text': 'Casey Affleck'}, {'start': 40, 'end': 52, 'probability': 0.9446, 'type': 'Person', 'normalized_text': 'Jeremy Strong'}, {'start': 74, 'end': 79, 'probability': 0.9328, 'type': 'Other', 'normalized_text': 'Dunkin'}, {'start': 82, 'end': 99, 'probability': 0.8161, 'type': 'Other', 'normalized_text': 'Cinematic Universe'}, {'start': 114, 'end': 125, 'probability': 0.7087, 'type': 'Other', 'normalized_text': 'SuperBowlLIX'}]","[{'start': 3, 'end': 7, 'username': 'THR', 'id': '17446621'}]",51,0,0,0,0,0,5,FALSE,2025-02-10T04:09:37.000Z,,,"[{'start': 113, 'end': 126, 'tag': 'SuperBowlLIX'}]",,,,,dchip03,Debra,Dunkin',,,,,,True,1.0,Mentions 'Dunkin’ Cinematic Universe'.
