event_name,year,brand_ad_name,emotion,lexicon_count,lexicon_share_within_ad,ml_count,ml_share_within_ad,roi,ad_spend,notes
super-bowl,2023,Heineken 0.0: Ant-Man and The Wasp,Anger,2,0.0125,2,0.0125,,,
super-bowl,2023,Heineken 0.0: Ant-Man and The Wasp,Disappointment,22,0.1375,22,0.1375,,,
super-bowl,2023,Heineken 0.0: Ant-Man and The Wasp,Disgust,8,0.05,8,0.05,,,
super-bowl,2023,Heineken 0.0: Ant-Man and The Wasp,Excitement,50,0.3125,50,0.3125,,,
super-bowl,2023,Heineken 0.0: Ant-Man and The Wasp,Joy,67,0.41875,67,0.41875,,,
super-bowl,2023,Heineken 0.0: Ant-Man and The Wasp,Pride,2,0.0125,2,0.0125,,,
super-bowl,2023,Heineken 0.0: Ant-Man and The Wasp,Surprise,9,0.05625,9,0.05625,,,
super-bowl,2023,Heinz - LVII Meanz 57,Anger,10,0.011350737797956867,10,0.011350737797956867,,,
super-bowl,2023,Heinz - LVII Meanz 57,Disappointment,44,0.049943246311010214,44,0.049943246311010214,,,
super-bowl,2023,Heinz - LVII Meanz 57,Disgust,33,0.03745743473325766,33,0.03745743473325766,,,
super-bowl,2023,Heinz - LVII Meanz 57,Excitement,396,0.44948921679909193,396,0.44948921679909193,,,
super-bowl,2023,Heinz - LVII Meanz 57,Joy,243,0.2758229284903519,243,0.2758229284903519,,,
super-bowl,2023,Heinz - LVII Meanz 57,Pride,43,0.04880817253121453,43,0.04880817253121453,,,
super-bowl,2023,Heinz - LVII Meanz 57,Surprise,112,0.1271282633371169,112,0.1271282633371169,,,
super-bowl,2023,Hellmann's: Who's in the fridge?,Anger,93,0.08806818181818182,93,0.08806818181818182,,,
super-bowl,2023,Hellmann's: Who's in the fridge?,Disappointment,240,0.22727272727272727,240,0.22727272727272727,,,
super-bowl,2023,Hellmann's: Who's in the fridge?,Disgust,43,0.04071969696969697,43,0.04071969696969697,,,
super-bowl,2023,Hellmann's: Who's in the fridge?,Excitement,41,0.038825757575757576,41,0.038825757575757576,,,
super-bowl,2023,Hellmann's: Who's in the fridge?,Joy,519,0.4914772727272727,519,0.4914772727272727,,,
super-bowl,2023,Hellmann's: Who's in the fridge?,Pride,45,0.04261363636363636,45,0.04261363636363636,,,
super-bowl,2023,Hellmann's: Who's in the fridge?,Surprise,75,0.07102272727272728,75,0.07102272727272728,,,
super-bowl,2023,HelloFresh: Meal Selection Day,Disappointment,2,0.2,2,0.2,,,
super-bowl,2023,HelloFresh: Meal Selection Day,Excitement,2,0.2,2,0.2,,,
super-bowl,2023,HelloFresh: Meal Selection Day,Joy,6,0.6,6,0.6,,,
super-bowl,2023,Hyundai: Kevin Bacon goes full dad mode in the all-electric,Anger,1,0.047619047619047616,1,0.047619047619047616,,,
super-bowl,2023,Hyundai: Kevin Bacon goes full dad mode in the all-electric,Disappointment,6,0.2857142857142857,6,0.2857142857142857,,,
super-bowl,2023,Hyundai: Kevin Bacon goes full dad mode in the all-electric,Disgust,3,0.14285714285714285,3,0.14285714285714285,,,
super-bowl,2023,Hyundai: Kevin Bacon goes full dad mode in the all-electric,Excitement,1,0.047619047619047616,1,0.047619047619047616,,,
super-bowl,2023,Hyundai: Kevin Bacon goes full dad mode in the all-electric,Joy,8,0.38095238095238093,8,0.38095238095238093,,,
super-bowl,2023,Hyundai: Kevin Bacon goes full dad mode in the all-electric,Surprise,2,0.09523809523809523,2,0.09523809523809523,,,
super-bowl,2023,Intuit turbotax,Anger,30,0.08403361344537816,30,0.08403361344537816,,,
super-bowl,2023,Intuit turbotax,Disappointment,99,0.2773109243697479,99,0.2773109243697479,,,
super-bowl,2023,Intuit turbotax,Disgust,7,0.0196078431372549,7,0.0196078431372549,,,
super-bowl,2023,Intuit turbotax,Excitement,19,0.05322128851540616,19,0.05322128851540616,,,
super-bowl,2023,Intuit turbotax,Joy,154,0.43137254901960786,154,0.43137254901960786,,,
super-bowl,2023,Intuit turbotax,Pride,24,0.06722689075630252,24,0.06722689075630252,,,
super-bowl,2023,Intuit turbotax,Surprise,24,0.06722689075630252,24,0.06722689075630252,,,
super-bowl,2023,Jeep 4xe,Anger,6,0.08955223880597014,6,0.08955223880597014,,,
super-bowl,2023,Jeep 4xe,Disappointment,15,0.22388059701492538,15,0.22388059701492538,,,
super-bowl,2023,Jeep 4xe,Disgust,2,0.029850746268656716,2,0.029850746268656716,,,
super-bowl,2023,Jeep 4xe,Excitement,3,0.04477611940298507,3,0.04477611940298507,,,
super-bowl,2023,Jeep 4xe,Joy,39,0.582089552238806,39,0.582089552238806,,,
super-bowl,2023,Jeep 4xe,Surprise,2,0.029850746268656716,2,0.029850746268656716,,,
super-bowl,2023,Jeep Electric Boogie,Anger,164,0.03293834103233581,164,0.03293834103233581,,,
super-bowl,2023,Jeep Electric Boogie,Disappointment,572,0.11488250652741515,572,0.11488250652741515,,,
super-bowl,2023,Jeep Electric Boogie,Disgust,53,0.010644707772645109,53,0.010644707772645109,,,
super-bowl,2023,Jeep Electric Boogie,Excitement,123,0.024703755774251858,123,0.024703755774251858,,,
super-bowl,2023,Jeep Electric Boogie,Joy,3897,0.7826872866037357,3897,0.7826872866037357,,,
super-bowl,2023,Jeep Electric Boogie,Pride,60,0.012050612572805784,60,0.012050612572805784,,,
super-bowl,2023,Jeep Electric Boogie,Surprise,110,0.022092789716810605,110,0.022092789716810605,,,
super-bowl,2023,Jesus,Anger,1089,0.6759776536312849,1089,0.6759776536312849,,,
super-bowl,2023,Jesus,Disappointment,32,0.019863438857852266,32,0.019863438857852266,,,
super-bowl,2023,Jesus,Disgust,59,0.03662321539416512,59,0.03662321539416512,,,
super-bowl,2023,Jesus,Excitement,12,0.0074487895716946,12,0.0074487895716946,,,
super-bowl,2023,Jesus,Joy,344,0.21353196772191185,344,0.21353196772191185,,,
super-bowl,2023,Jesus,Pride,57,0.035381750465549346,57,0.035381750465549346,,,
super-bowl,2023,Jesus,Surprise,18,0.0111731843575419,18,0.0111731843575419,,,
super-bowl,2023,Kendall Motors,Anger,69,0.1490280777537797,69,0.1490280777537797,,,
super-bowl,2023,Kendall Motors,Disappointment,126,0.27213822894168466,126,0.27213822894168466,,,
super-bowl,2023,Kendall Motors,Disgust,51,0.1101511879049676,51,0.1101511879049676,,,
super-bowl,2023,Kendall Motors,Excitement,11,0.023758099352051837,11,0.023758099352051837,,,
super-bowl,2023,Kendall Motors,Joy,175,0.3779697624190065,175,0.3779697624190065,,,
super-bowl,2023,Kendall Motors,Pride,14,0.03023758099352052,14,0.03023758099352052,,,
super-bowl,2023,Kendall Motors,Surprise,17,0.0367170626349892,17,0.0367170626349892,,,
super-bowl,2023,Kia,Anger,29,0.05291970802919708,29,0.05291970802919708,,,
super-bowl,2023,Kia,Disappointment,80,0.145985401459854,80,0.145985401459854,,,
super-bowl,2023,Kia,Disgust,13,0.023722627737226276,13,0.023722627737226276,,,
super-bowl,2023,Kia,Excitement,24,0.043795620437956206,24,0.043795620437956206,,,
super-bowl,2023,Kia,Joy,291,0.531021897810219,291,0.531021897810219,,,
super-bowl,2023,Kia,Pride,55,0.10036496350364964,55,0.10036496350364964,,,
super-bowl,2023,Kia,Surprise,56,0.10218978102189781,56,0.10218978102189781,,,
super-bowl,2023,Kia Binky Dad | The 2023 Kia Telluride X-Pro All-Terrain AWD SUV,Anger,2,0.07692307692307693,2,0.07692307692307693,,,
super-bowl,2023,Kia Binky Dad | The 2023 Kia Telluride X-Pro All-Terrain AWD SUV,Disappointment,5,0.19230769230769232,5,0.19230769230769232,,,
super-bowl,2023,Kia Binky Dad | The 2023 Kia Telluride X-Pro All-Terrain AWD SUV,Disgust,3,0.11538461538461539,3,0.11538461538461539,,,
super-bowl,2023,Kia Binky Dad | The 2023 Kia Telluride X-Pro All-Terrain AWD SUV,Excitement,3,0.11538461538461539,3,0.11538461538461539,,,
super-bowl,2023,Kia Binky Dad | The 2023 Kia Telluride X-Pro All-Terrain AWD SUV,Joy,10,0.38461538461538464,10,0.38461538461538464,,,
super-bowl,2023,Kia Binky Dad | The 2023 Kia Telluride X-Pro All-Terrain AWD SUV,Surprise,3,0.11538461538461539,3,0.11538461538461539,,,
super-bowl,2023,Limit Break,Anger,17,0.003738728832197053,17,0.003738728832197053,,,
super-bowl,2023,Limit Break,Disappointment,20,0.004398504508467121,20,0.004398504508467121,,,
super-bowl,2023,Limit Break,Disgust,9,0.0019793270288102046,9,0.0019793270288102046,,,
super-bowl,2023,Limit Break,Excitement,3963,0.8715636683527601,3963,0.8715636683527601,,,
super-bowl,2023,Limit Break,Joy,467,0.10270508027270728,467,0.10270508027270728,,,
super-bowl,2023,Limit Break,Pride,3,0.0006597756762700682,3,0.0006597756762700682,,,
super-bowl,2023,Limit Break,Surprise,68,0.014954915328788213,68,0.014954915328788213,,,
super-bowl,2023,Lone star,Anger,2,0.2857142857142857,2,0.2857142857142857,,,
super-bowl,2023,Lone star,Disappointment,1,0.14285714285714285,1,0.14285714285714285,,,
super-bowl,2023,Lone star,Excitement,1,0.14285714285714285,1,0.14285714285714285,,,
super-bowl,2023,Lone star,Joy,2,0.2857142857142857,2,0.2857142857142857,,,
super-bowl,2023,Lone star,Surprise,1,0.14285714285714285,1,0.14285714285714285,,,
super-bowl,2023,M&M’s-Yum,Anger,31,0.05218855218855219,31,0.05218855218855219,,,
super-bowl,2023,M&M’s-Yum,Disappointment,78,0.13131313131313133,78,0.13131313131313133,,,
super-bowl,2023,M&M’s-Yum,Disgust,25,0.04208754208754209,25,0.04208754208754209,,,
super-bowl,2023,M&M’s-Yum,Excitement,34,0.05723905723905724,34,0.05723905723905724,,,
super-bowl,2023,M&M’s-Yum,Joy,327,0.5505050505050505,327,0.5505050505050505,,,
super-bowl,2023,M&M’s-Yum,Pride,6,0.010101010101010102,6,0.010101010101010102,,,
super-bowl,2023,M&M’s-Yum,Surprise,93,0.15656565656565657,93,0.15656565656565657,,,
super-bowl,2023,MARVEL- Guardians Galaxy,Anger,157,0.03534443944169293,157,0.03534443944169293,,,
super-bowl,2023,MARVEL- Guardians Galaxy,Disappointment,330,0.07429085997298514,330,0.07429085997298514,,,
super-bowl,2023,MARVEL- Guardians Galaxy,Disgust,95,0.021386762719495724,95,0.021386762719495724,,,
super-bowl,2023,MARVEL- Guardians Galaxy,Excitement,1395,0.31404772624943716,1395,0.31404772624943716,,,
super-bowl,2023,MARVEL- Guardians Galaxy,Joy,2102,0.47321026564610535,2102,0.47321026564610535,,,
super-bowl,2023,MARVEL- Guardians Galaxy,Pride,35,0.007879333633498424,35,0.007879333633498424,,,
super-bowl,2023,MARVEL- Guardians Galaxy,Surprise,328,0.07384061233678524,328,0.07384061233678524,,,
super-bowl,2023,McDonalds,Anger,59,0.08321579689703808,59,0.08321579689703808,,,
super-bowl,2023,McDonalds,Disappointment,125,0.1763046544428773,125,0.1763046544428773,,,
super-bowl,2023,McDonalds,Disgust,51,0.07193229901269393,51,0.07193229901269393,,,
super-bowl,2023,McDonalds,Excitement,34,0.047954866008462625,34,0.047954866008462625,,,
super-bowl,2023,McDonalds,Joy,369,0.5204513399153737,369,0.5204513399153737,,,
super-bowl,2023,McDonalds,Pride,11,0.015514809590973202,11,0.015514809590973202,,,
super-bowl,2023,McDonalds,Surprise,60,0.0846262341325811,60,0.0846262341325811,,,
super-bowl,2023,Meta,Anger,25,0.030826140567200986,25,0.030826140567200986,,,
super-bowl,2023,Meta,Disappointment,121,0.14919852034525277,121,0.14919852034525277,,,
super-bowl,2023,Meta,Disgust,13,0.016029593094944512,13,0.016029593094944512,,,
super-bowl,2023,Meta,Excitement,45,0.055487053020961775,45,0.055487053020961775,,,
super-bowl,2023,Meta,Joy,557,0.686806411837238,557,0.686806411837238,,,
super-bowl,2023,Meta,Pride,13,0.016029593094944512,13,0.016029593094944512,,,
super-bowl,2023,Meta,Surprise,37,0.04562268803945746,37,0.04562268803945746,,,
super-bowl,2023,Michelob ULTRA,Anger,2,0.012121212121212121,2,0.012121212121212121,,,
super-bowl,2023,Michelob ULTRA,Disappointment,12,0.07272727272727272,12,0.07272727272727272,,,
super-bowl,2023,Michelob ULTRA,Disgust,5,0.030303030303030304,5,0.030303030303030304,,,
super-bowl,2023,Michelob ULTRA,Excitement,7,0.04242424242424243,7,0.04242424242424243,,,
super-bowl,2023,Michelob ULTRA,Joy,131,0.793939393939394,131,0.793939393939394,,,
super-bowl,2023,Michelob ULTRA,Pride,2,0.012121212121212121,2,0.012121212121212121,,,
super-bowl,2023,Michelob ULTRA,Surprise,6,0.03636363636363636,6,0.03636363636363636,,,
super-bowl,2023,Michelob Ultra: Full Swing Gossip,Anger,57,0.05195989061075661,57,0.05195989061075661,,,
super-bowl,2023,Michelob Ultra: Full Swing Gossip,Disappointment,128,0.11668185961713765,128,0.11668185961713765,,,
super-bowl,2023,Michelob Ultra: Full Swing Gossip,Disgust,36,0.032816773017319965,36,0.032816773017319965,,,
super-bowl,2023,Michelob Ultra: Full Swing Gossip,Excitement,31,0.028258887876025523,31,0.028258887876025523,,,
super-bowl,2023,Michelob Ultra: Full Swing Gossip,Joy,595,0.5423883318140383,595,0.5423883318140383,,,
super-bowl,2023,Michelob Ultra: Full Swing Gossip,Pride,34,0.03099361896080219,34,0.03099361896080219,,,
super-bowl,2023,Michelob Ultra: Full Swing Gossip,Surprise,216,0.19690063810391978,216,0.19690063810391978,,,
super-bowl,2023,Michelob Ultra: New Members Day,Anger,23,0.04,23,0.04,,,
super-bowl,2023,Michelob Ultra: New Members Day,Disappointment,57,0.09913043478260869,57,0.09913043478260869,,,
super-bowl,2023,Michelob Ultra: New Members Day,Disgust,15,0.02608695652173913,15,0.02608695652173913,,,
super-bowl,2023,Michelob Ultra: New Members Day,Excitement,28,0.04869565217391304,28,0.04869565217391304,,,
super-bowl,2023,Michelob Ultra: New Members Day,Joy,398,0.6921739130434783,398,0.6921739130434783,,,
super-bowl,2023,Michelob Ultra: New Members Day,Pride,5,0.008695652173913044,5,0.008695652173913044,,,
super-bowl,2023,Michelob Ultra: New Members Day,Surprise,49,0.08521739130434783,49,0.08521739130434783,,,
super-bowl,2023,Miller Lite and Coors Light: High-stakes beer ad,Anger,155,0.09711779448621553,155,0.09711779448621553,,,
super-bowl,2023,Miller Lite and Coors Light: High-stakes beer ad,Disappointment,339,0.212406015037594,339,0.212406015037594,,,
super-bowl,2023,Miller Lite and Coors Light: High-stakes beer ad,Disgust,129,0.08082706766917293,129,0.08082706766917293,,,
super-bowl,2023,Miller Lite and Coors Light: High-stakes beer ad,Excitement,237,0.14849624060150377,237,0.14849624060150377,,,
super-bowl,2023,Miller Lite and Coors Light: High-stakes beer ad,Joy,569,0.35651629072681706,569,0.35651629072681706,,,
super-bowl,2023,Miller Lite and Coors Light: High-stakes beer ad,Pride,22,0.013784461152882205,22,0.013784461152882205,,,
super-bowl,2023,Miller Lite and Coors Light: High-stakes beer ad,Surprise,145,0.09085213032581453,145,0.09085213032581453,,,
super-bowl,2023,Mr. Peanut: The roast,Anger,87,0.07740213523131673,87,0.07740213523131673,,,
super-bowl,2023,Mr. Peanut: The roast,Disappointment,151,0.13434163701067617,151,0.13434163701067617,,,
super-bowl,2023,Mr. Peanut: The roast,Disgust,63,0.05604982206405694,63,0.05604982206405694,,,
super-bowl,2023,Mr. Peanut: The roast,Excitement,109,0.09697508896797152,109,0.09697508896797152,,,
super-bowl,2023,Mr. Peanut: The roast,Joy,571,0.5080071174377224,571,0.5080071174377224,,,
super-bowl,2023,Mr. Peanut: The roast,Pride,24,0.021352313167259787,24,0.021352313167259787,,,
super-bowl,2023,Mr. Peanut: The roast,Surprise,119,0.10587188612099645,119,0.10587188612099645,,,
super-bowl,2023,NFL,Disgust,1,1.0,1,1.0,,,
super-bowl,2023,NFL Run With It,Anger,37,0.037111334002006016,37,0.037111334002006016,,,
super-bowl,2023,NFL Run With It,Disappointment,104,0.10431293881644935,104,0.10431293881644935,,,
super-bowl,2023,NFL Run With It,Disgust,21,0.02106318956870612,21,0.02106318956870612,,,
super-bowl,2023,NFL Run With It,Excitement,115,0.11534603811434303,115,0.11534603811434303,,,
super-bowl,2023,NFL Run With It,Joy,482,0.4834503510531595,482,0.4834503510531595,,,
super-bowl,2023,NFL Run With It,Pride,85,0.08525576730190572,85,0.08525576730190572,,,
super-bowl,2023,NFL Run With It,Surprise,153,0.1534603811434303,153,0.1534603811434303,,,
super-bowl,2023,NFL Sunday Ticket,Anger,8,0.06153846153846154,8,0.06153846153846154,,,
super-bowl,2023,NFL Sunday Ticket,Disappointment,25,0.19230769230769232,25,0.19230769230769232,,,
super-bowl,2023,NFL Sunday Ticket,Disgust,8,0.06153846153846154,8,0.06153846153846154,,,
super-bowl,2023,NFL Sunday Ticket,Excitement,11,0.08461538461538462,11,0.08461538461538462,,,
super-bowl,2023,NFL Sunday Ticket,Joy,74,0.5692307692307692,74,0.5692307692307692,,,
super-bowl,2023,NFL Sunday Ticket,Pride,1,0.007692307692307693,1,0.007692307692307693,,,
super-bowl,2023,NFL Sunday Ticket,Surprise,3,0.023076923076923078,3,0.023076923076923078,,,
super-bowl,2023,Nasonex,Disappointment,1,0.3333333333333333,1,0.3333333333333333,,,
super-bowl,2023,Nasonex,Joy,2,0.6666666666666666,2,0.6666666666666666,,,
super-bowl,2023,Oikos yogurt: Deion Sanders and family,Anger,92,0.09935205183585313,92,0.09935205183585313,,,
super-bowl,2023,Oikos yogurt: Deion Sanders and family,Disappointment,310,0.3347732181425486,310,0.3347732181425486,,,
super-bowl,2023,Oikos yogurt: Deion Sanders and family,Disgust,58,0.06263498920086392,58,0.06263498920086392,,,
super-bowl,2023,Oikos yogurt: Deion Sanders and family,Excitement,34,0.0367170626349892,34,0.0367170626349892,,,
super-bowl,2023,Oikos yogurt: Deion Sanders and family,Joy,317,0.34233261339092874,317,0.34233261339092874,,,
super-bowl,2023,Oikos yogurt: Deion Sanders and family,Pride,30,0.032397408207343416,30,0.032397408207343416,,,
super-bowl,2023,Oikos yogurt: Deion Sanders and family,Surprise,85,0.091792656587473,85,0.091792656587473,,,
super-bowl,2023,Paramount Plus: Stallone faces off,Anger,117,0.08673091178650852,117,0.08673091178650852,,,
super-bowl,2023,Paramount Plus: Stallone faces off,Disappointment,180,0.1334321719792439,180,0.1334321719792439,,,
super-bowl,2023,Paramount Plus: Stallone faces off,Disgust,17,0.012601927353595256,17,0.012601927353595256,,,
super-bowl,2023,Paramount Plus: Stallone faces off,Excitement,69,0.05114899925871016,69,0.05114899925871016,,,
super-bowl,2023,Paramount Plus: Stallone faces off,Joy,585,0.4336545589325426,585,0.4336545589325426,,,
super-bowl,2023,Paramount Plus: Stallone faces off,Pride,126,0.09340252038547071,126,0.09340252038547071,,,
super-bowl,2023,Paramount Plus: Stallone faces off,Surprise,255,0.18902891030392885,255,0.18902891030392885,,,
super-bowl,2023,Peacock-Poker Face,Anger,10,0.06289308176100629,10,0.06289308176100629,,,
super-bowl,2023,Peacock-Poker Face,Disappointment,8,0.050314465408805034,8,0.050314465408805034,,,
super-bowl,2023,Peacock-Poker Face,Disgust,5,0.031446540880503145,5,0.031446540880503145,,,
super-bowl,2023,Peacock-Poker Face,Excitement,7,0.0440251572327044,7,0.0440251572327044,,,
super-bowl,2023,Peacock-Poker Face,Joy,123,0.7735849056603774,123,0.7735849056603774,,,
super-bowl,2023,Peacock-Poker Face,Pride,2,0.012578616352201259,2,0.012578616352201259,,,
super-bowl,2023,Peacock-Poker Face,Surprise,4,0.025157232704402517,4,0.025157232704402517,,,
super-bowl,2023,Pepsi Zero Sugar: Ben Stiller-Great Acting or Great Taste,Anger,253,0.02617692705638903,253,0.02617692705638903,,,
super-bowl,2023,Pepsi Zero Sugar: Ben Stiller-Great Acting or Great Taste,Disappointment,571,0.05907915157785825,571,0.05907915157785825,,,
super-bowl,2023,Pepsi Zero Sugar: Ben Stiller-Great Acting or Great Taste,Disgust,180,0.018623900672529746,180,0.018623900672529746,,,
super-bowl,2023,Pepsi Zero Sugar: Ben Stiller-Great Acting or Great Taste,Excitement,427,0.04418003103983446,427,0.04418003103983446,,,
super-bowl,2023,Pepsi Zero Sugar: Ben Stiller-Great Acting or Great Taste,Joy,7102,0.7348163476461459,7102,0.7348163476461459,,,
super-bowl,2023,Pepsi Zero Sugar: Ben Stiller-Great Acting or Great Taste,Pride,466,0.048215209518882564,466,0.048215209518882564,,,
super-bowl,2023,Pepsi Zero Sugar: Ben Stiller-Great Acting or Great Taste,Surprise,666,0.06890843248836007,666,0.06890843248836007,,,
super-bowl,2023,Pepsi Zero Sugar: Steve Martin -Great Acting or Great Taste,Anger,105,0.03356777493606138,105,0.03356777493606138,,,
super-bowl,2023,Pepsi Zero Sugar: Steve Martin -Great Acting or Great Taste,Disappointment,834,0.2666240409207161,834,0.2666240409207161,,,
super-bowl,2023,Pepsi Zero Sugar: Steve Martin -Great Acting or Great Taste,Disgust,190,0.06074168797953964,190,0.06074168797953964,,,
super-bowl,2023,Pepsi Zero Sugar: Steve Martin -Great Acting or Great Taste,Excitement,104,0.03324808184143223,104,0.03324808184143223,,,
super-bowl,2023,Pepsi Zero Sugar: Steve Martin -Great Acting or Great Taste,Joy,1590,0.5083120204603581,1590,0.5083120204603581,,,
super-bowl,2023,Pepsi Zero Sugar: Steve Martin -Great Acting or Great Taste,Pride,74,0.023657289002557546,74,0.023657289002557546,,,
super-bowl,2023,Pepsi Zero Sugar: Steve Martin -Great Acting or Great Taste,Surprise,231,0.07384910485933503,231,0.07384910485933503,,,
super-bowl,2023,Pop Corners: Breaking Bad reunion,Anger,99,0.040293040293040296,99,0.040293040293040296,,,
super-bowl,2023,Pop Corners: Breaking Bad reunion,Disappointment,1125,0.45787545787545786,1125,0.45787545787545786,,,
super-bowl,2023,Pop Corners: Breaking Bad reunion,Disgust,29,0.011803011803011803,29,0.011803011803011803,,,
super-bowl,2023,Pop Corners: Breaking Bad reunion,Excitement,54,0.02197802197802198,54,0.02197802197802198,,,
super-bowl,2023,Pop Corners: Breaking Bad reunion,Joy,1058,0.4306064306064306,1058,0.4306064306064306,,,
super-bowl,2023,Pop Corners: Breaking Bad reunion,Pride,21,0.008547008547008548,21,0.008547008547008548,,,
super-bowl,2023,Pop Corners: Breaking Bad reunion,Surprise,71,0.028897028897028897,71,0.028897028897028897,,,
super-bowl,2023,Popeyes- From Memes To Dreams,Anger,5,0.18518518518518517,5,0.18518518518518517,,,
super-bowl,2023,Popeyes- From Memes To Dreams,Disappointment,4,0.14814814814814814,4,0.14814814814814814,,,
super-bowl,2023,Popeyes- From Memes To Dreams,Disgust,2,0.07407407407407407,2,0.07407407407407407,,,
super-bowl,2023,Popeyes- From Memes To Dreams,Joy,16,0.5925925925925926,16,0.5925925925925926,,,
super-bowl,2023,Premature Electrification,Anger,34,0.00816130580892943,34,0.00816130580892943,,,
super-bowl,2023,Premature Electrification,Disappointment,545,0.13082093134901585,545,0.13082093134901585,,,
super-bowl,2023,Premature Electrification,Disgust,21,0.005040806529044647,21,0.005040806529044647,,,
super-bowl,2023,Premature Electrification,Excitement,34,0.00816130580892943,34,0.00816130580892943,,,
super-bowl,2023,Premature Electrification,Joy,3374,0.8098895823331733,3374,0.8098895823331733,,,
super-bowl,2023,Premature Electrification,Pride,49,0.011761881901104177,49,0.011761881901104177,,,
super-bowl,2023,Premature Electrification,Surprise,109,0.02616418626980317,109,0.02616418626980317,,,
super-bowl,2023,Prime,Anger,108,0.19014084507042253,108,0.19014084507042253,,,
super-bowl,2023,Prime,Disappointment,37,0.06514084507042253,37,0.06514084507042253,,,
super-bowl,2023,Prime,Disgust,20,0.035211267605633804,20,0.035211267605633804,,,
super-bowl,2023,Prime,Excitement,92,0.1619718309859155,92,0.1619718309859155,,,
super-bowl,2023,Prime,Joy,193,0.3397887323943662,193,0.3397887323943662,,,
super-bowl,2023,Prime,Pride,33,0.058098591549295774,33,0.058098591549295774,,,
super-bowl,2023,Prime,Surprise,85,0.14964788732394366,85,0.14964788732394366,,,
super-bowl,2023,Pringles: best of us,Anger,6,0.06315789473684211,6,0.06315789473684211,,,
super-bowl,2023,Pringles: best of us,Disappointment,27,0.28421052631578947,27,0.28421052631578947,,,
super-bowl,2023,Pringles: best of us,Disgust,6,0.06315789473684211,6,0.06315789473684211,,,
super-bowl,2023,Pringles: best of us,Excitement,3,0.031578947368421054,3,0.031578947368421054,,,
super-bowl,2023,Pringles: best of us,Joy,41,0.43157894736842106,41,0.43157894736842106,,,
super-bowl,2023,Pringles: best of us,Pride,4,0.042105263157894736,4,0.042105263157894736,,,
super-bowl,2023,Pringles: best of us,Surprise,8,0.08421052631578947,8,0.08421052631578947,,,
super-bowl,2023,RAM- Premature Electrification,Disappointment,1,1.0,1,1.0,,,
super-bowl,2023,Rakuten: Not-So Clueless,Anger,45,0.04007123775601069,45,0.04007123775601069,,,
super-bowl,2023,Rakuten: Not-So Clueless,Disappointment,131,0.11665182546749778,131,0.11665182546749778,,,
super-bowl,2023,Rakuten: Not-So Clueless,Disgust,19,0.016918967052537846,19,0.016918967052537846,,,
super-bowl,2023,Rakuten: Not-So Clueless,Excitement,44,0.039180765805877114,44,0.039180765805877114,,,
super-bowl,2023,Rakuten: Not-So Clueless,Joy,676,0.6019590382902938,676,0.6019590382902938,,,
super-bowl,2023,Rakuten: Not-So Clueless,Pride,19,0.016918967052537846,19,0.016918967052537846,,,
super-bowl,2023,Rakuten: Not-So Clueless,Surprise,189,0.1682991985752449,189,0.1682991985752449,,,
super-bowl,2023,Rémy Martin -Inch By Inch,Anger,81,0.06183206106870229,81,0.06183206106870229,,,
super-bowl,2023,Rémy Martin -Inch By Inch,Disappointment,143,0.10916030534351145,143,0.10916030534351145,,,
super-bowl,2023,Rémy Martin -Inch By Inch,Disgust,47,0.03587786259541985,47,0.03587786259541985,,,
super-bowl,2023,Rémy Martin -Inch By Inch,Excitement,83,0.0633587786259542,83,0.0633587786259542,,,
super-bowl,2023,Rémy Martin -Inch By Inch,Joy,746,0.5694656488549619,746,0.5694656488549619,,,
super-bowl,2023,Rémy Martin -Inch By Inch,Pride,77,0.05877862595419847,77,0.05877862595419847,,,
super-bowl,2023,Rémy Martin -Inch By Inch,Surprise,133,0.10152671755725191,133,0.10152671755725191,,,
super-bowl,2023,SOTYKTU,Anger,2,0.25,2,0.25,,,
super-bowl,2023,SOTYKTU,Disappointment,1,0.125,1,0.125,,,
super-bowl,2023,SOTYKTU,Disgust,4,0.5,4,0.5,,,
super-bowl,2023,SOTYKTU,Joy,1,0.125,1,0.125,,,
super-bowl,2023,Sam Adams: A brighter Boston,Anger,18,0.03441682600382409,18,0.03441682600382409,,,
super-bowl,2023,Sam Adams: A brighter Boston,Disappointment,15,0.028680688336520075,15,0.028680688336520075,,,
super-bowl,2023,Sam Adams: A brighter Boston,Disgust,2,0.0038240917782026767,2,0.0038240917782026767,,,
super-bowl,2023,Sam Adams: A brighter Boston,Excitement,40,0.07648183556405354,40,0.07648183556405354,,,
super-bowl,2023,Sam Adams: A brighter Boston,Joy,340,0.6500956022944551,340,0.6500956022944551,,,
super-bowl,2023,Sam Adams: A brighter Boston,Pride,10,0.019120458891013385,10,0.019120458891013385,,,
super-bowl,2023,Sam Adams: A brighter Boston,Surprise,98,0.18738049713193117,98,0.18738049713193117,,,
super-bowl,2023,Scream VI,Anger,11,0.13924050632911392,11,0.13924050632911392,,,
super-bowl,2023,Scream VI,Disappointment,4,0.05063291139240506,4,0.05063291139240506,,,
super-bowl,2023,Scream VI,Excitement,18,0.22784810126582278,18,0.22784810126582278,,,
super-bowl,2023,Scream VI,Joy,42,0.5316455696202531,42,0.5316455696202531,,,
super-bowl,2023,Scream VI,Surprise,4,0.05063291139240506,4,0.05063291139240506,,,
